post_text,label,split
 hari zn but i dont have a daddy ,positive,train
better wear you life vests congress . . . . . . . . . . . . . . . . . . . . . . . . . . . . . https t . co a z fbc p,positive,train
thank u https t . co gcffecqoa ,positive,train
rt shadowhunterstv we will be watching will you ? season shadowhunters https t . co a uspqwrui,positive,train
rt yongforhashtags rt yongsters zs go fight and win ! gopaytwin yong,positive,train
some people in this department wouldn t recognize subtlety if it hit them on the head . ,positive,train
"sleep through day , then i sleep all through the late night",positive,train
user greempower https t . co vwmbkfawii,positive,train
"the flow chart is a most thoroughly oversold piece of program documentation . frederick brooks , jr . , the mythical man month",positive,train
user staysafe vic pty ltd https t . co iaomnl d c,positive,train
" cathymcmorris housegop remember the kids , not politicians , every decision ! that s really not going to be possible ! ! unless you re honest ! ",positive,train
 realdonaldtrump did all the workers that you pay below minimum wage have a merry christmas you russian loving gri https t . co f iqoy ki,positive,train
rt bigsean if i lose i bounce back like did wit . . . ,positive,train
mount dora dryer vent cleaning https t . co lxjtcwprtq,positive,train
rt shelbseb customer service as a whole https t . co jlbwntclyo,positive,train
i didn t make this wish but i made this wish https t . co ulkxe ybb,positive,train
hitechcloud https t . co olwank lp,positive,train
 gt aleph was thrown outside the center ! ,positive,train
self harm amp just general suffering cw um this made me cry i would literally die for raven reyes https t . co p ibdr cy ,positive,train
 hananyxnyx i have a few nude mods you could use . remind me later . ,positive,train
" gregorymeeks a black man of honor , respect , knowledge ! continue his legacy being out front , vocal , positive giving https t . co dh ohwbo",positive,train
" thinkprogress fits the trump model . . . . . . . . . . as long as he doesn t get mistreated to hell with the others . . . . , https t . co mse ecdzny",positive,train
hey miapartystation thanks for the follow ! ,positive,train
https t . co sntfcmyx l houston gulf freeway https t . co ugikodik c,positive,train
god you are higher than any other tuesyong tilltheend,positive,train
 mmfa he ll need a strong arm of some type ! he shows all the signs of a strongman project underway ! ! ! https t . co fbbstyl xp,positive,train
for sale . baby shoes . never worn . they were too small for me . i m an adult man . i wear a size and these are in baby size . i fucked up . ,positive,train
"actually i m pretty shocked about jtv , crazy ex girlfriend and lowkey lot bc none of their ratings are spectacular but . cw dont gaf",positive,train
or maybeeee colder countries don t face pipeline corrosion as prevalent as ours . humidity . temperature and stuff . i m making this up ,positive,train
"allied van lines , wi https t . co hghlv kabw",positive,train
q . what s all wrinkled and hangs out your underwear ? a . your mom ! ,positive,train
rt flawless payno azfarovski woow im speechless how can u draw those characters such a beautiful human creation ,positive,train
 realdonaldtrump is russian stooge and puppet of putin . ,positive,train
is the a better way of having fun ? https t . co iwcytzzopn,positive,train
hey amber thanks for the follow ! ,positive,train
the manliest galaxy sailor moon you ll ever meet . https t . co puwp ndrru,positive,train
"i swear one of these days , i m gonna send her a picture of a cross and watch her tremble . ",positive,train
 tobelaissecret you re light skinned . try a meaner tone like red or a darker shade of pink . ,positive,train
rt kat mcnamara clary now for sure . . . but we needed s clary to build into clary s journey to becoming the warrior she is meant to be . s ,positive,train
and yet again love is proven to be dead https t . co shutpbletw,positive,train
 lisadep no crazy ted ! ! ! trump called putin ! sending kgb ! ! ! ! https t . co egbz wxvj,positive,train
" is now following me on twitter ! thank you ! say hello anytime , i am a real person https t . co grfwrjq https t . co qvd lkakcp",positive,train
 lydiamcrtins nvm its ok,positive,train
rt fiirtationship say it louder for the people in the back https t . co alqdotqroi,positive,train
i ve had fun before . this isn t it . ,positive,train
"sorry to ask , but . . . mind helping me with these guys ? ",positive,train
 bigmamasadika why would i watch you before me ,positive,train
 ashmooor i still wan pacs,positive,train
 leratokganyago my . some of us are previously disadvantaged in that department,positive,train
tradepronamics https t . co mohkbvpl x,positive,train
cable news has a terrible sexism problem by riegerreport https t . co t wfyqs uq via huffpostpol,positive,train
clever wofl media https t . co canytx phh,positive,train
i ll go on ahead . see you later . ,positive,train
rt russellathbowl bro you are taking the prevent defense just a little too far https t . co qma gqaxu,positive,train
user bamboostore https t . co xwjhnenarn,positive,train
this audio yeysyes god https t . co oavgznb hb,positive,train
you re the one from my dream ! i see . you must be whom stephen spoke of . ,positive,train
riverdayspa https t . co p xpinb,positive,train
i wanna hang out with people who like to draw and maybe like animes and pokemon . lol . ,positive,train
 lydiamcrtins ok ill meet u there,positive,train
" smiley n glass stillles hill hillaryclinton nygovcuomo sensanders fix dem . party ? ? that s stupid ! ! hc ran against comey , putin , trump",positive,train
orlando brown is the craziest person alive lmaooo,positive,train
rt electrapng the bee movie but every time it s altered and uploaded to youtube it s removed on legal grounds https t . co ngh lucmon,positive,train
 marijuanx ahxiabdjahsjahs . dont expose me,positive,train
rt datujoe bea viel shejunki wher haha yong paytforluckysun,positive,train
 madreeve ahmdariff too small sry,positive,train
 hurelainn but effective ! ,positive,train
oh . and siap curi ambil gambar waktu exam . . . . . sure . its sweet . but still . alot of the cases before didnt go so well . ,positive,train
rt greg weisman superhero news jasmineshawarma sexydeadpool there are already lgbt characters in youngjustice,positive,train
fuck me . got a zero taper and my neck is white as fuck . need to get sunburnt before work tomorrow,positive,train
user testabolancyp https t . co x xmsd dum,positive,train
 cnnpolitics have you ever seen two more disgusting slugs ? ? ? ? ? https t . co jh c i pz,positive,train
" . . . . when all this time , i had no qualms on buying designer toys . . . . ",positive,train
rt tinadupuy trump s approval rating is . he stacked his presser with paid shills and still couldn t get approval from more than a thi ,positive,train
 cnnpolitics you may be replaced all at once ! ! ! ! https t . co uumb n kv ,positive,train
welcome to the working week . i know it don t thrill you i hope it don t kill you . ,positive,train
guide national is now following me on twitter ! thank you guide national ! say hel https t . co pei onctk https t . co npjadvbhc ,positive,train
" seanspicer politicizing , christmas ! so what ! you guys are evil and your boss , realdonaldtrump , is a minion of the devil . shame on you . ",positive,train
rt fullcourtprez kyrie does it again https t . co kq sxccv ,positive,train
why am i here ? do you know what s going on ? ,positive,train
"what s this . . . . . . . . . . . . . . . . another crook in trumps gang ? ok , hold it the new swamp is full ! ! ! ! scum , cheats , crook https t . co frvmaqaohx",positive,train
rt revjjackson going from ericholder and lorettalynch to sessions illuminates potus barackobama s legacy of protecting our rights . ht ,positive,train
got to believe in magic david pomeranz fivereasonstofollow yong,positive,train
 lydiamcrtins thank u i ll keep my eyes open when we watch,positive,train
rt cityaura freshest president to ever live farewellobama https t . co eipxmbfccg,positive,train
rt emilybett act faster willaaaah see you soon do you have snacks ? what you wearing ? i need a favour the favou ,positive,train
rt halsey carrie fisher dedicated her platform to mental health awareness amp female empowerment . she is a reason reminder to keep up you ,positive,train
 izzoe okay,positive,train
all of my self portraits are basically me being killed and or mutilated . ,positive,train
" cnbc speakerryan along with , , citizens since you are going to kill it ! ! no replacement ! ! rt , fox , bannon https t . co gyouikws",positive,train
